"","Gender","Married","Dependents","Education","Self_Employed","ApplicantIncome","CoapplicantIncome","LoanAmount","Loan_Amount_Term","Property_Area","Loan_Status","Credit_History_f"
"LP002582","Female","No","0","Not Graduate","Yes",1,0,0.887519260400616,0.72972972972973,"Semiurban","Y","1"
"LP002585","Male","Yes","0","Graduate","No",0.344003393128914,0.383466666666667,0.451977401129944,0.72972972972973,"Rural","N","0"
"LP002586","Female","Yes","1","Graduate","No",0.316958159726554,0.162311111111111,0.394453004622496,0.108108108108108,"Semiurban","Y","1"
"LP002587","Male","Yes","0","Not Graduate","No",0.244504877622814,0.302222222222222,0.402670775552131,0.72972972972973,"Rural","Y","1"
"LP002600","Male","Yes","1","Graduate","Yes",0.273945260846785,0,0.353364149974319,0.72972972972973,"Semiurban","Y","1"
"LP002602","Male","No","0","Graduate","No",0.612060577330905,0.785066666666667,0.821777092963534,0.72972972972973,"Rural","N","0"
"LP002603","Female","No","0","Graduate","No",0.0493999650707318,0.654755555555556,0.427324088341037,1,"Rural","Y","1"
"LP002606","Female","No","0","Graduate","No",0.300291908884509,0,0.373908577298408,0.72972972972973,"Semiurban","Y","1"
"LP002615","Male","Yes","2","Graduate","No",0.470547142037374,0.999822222222222,0.817668207498716,0.72972972972973,"Semiurban","Y","1"
"LP002619","Male","Yes","0","Not Graduate","No",0.365659539432649,0.263644444444444,0.472521828454032,0.594594594594595,"Semiurban","Y","1"
"LP002622","Male","Yes","2","Graduate","No",0.335320975025573,0.785066666666667,0.961479198767334,0.72972972972973,"Rural","Y","1"
"LP002625","Male","No","0","Graduate","No",0.342606222399641,0,0.357473035439137,0.72972972972973,"Urban","N","1"
"LP002626","Male","Yes","0","Graduate","Yes",0.232429330605524,0.535644444444444,0.735490498202363,0.72972972972973,"Urban","Y","1"
"LP002634","Female","No","1","Graduate","No",1,0,0.127375449409348,0.72972972972973,"Urban","Y","1"
"LP002637","Male","No","0","Not Graduate","No",0.344103191038148,0.2288,0.373908577298408,0.72972972972973,"Rural","N","1"
"LP002640","Male","Yes","1","Graduate","No",0.590304633117936,0.356266666666667,0.990241397021058,0.72972972972973,"Semiurban","Y","1"
"LP002643","Male","Yes","2","Graduate","No",0.3126668496295,0.361777777777778,0.571135079609656,0.72972972972973,"Urban","Y","1"
"LP002648","Male","Yes","0","Graduate","No",0.197599860282927,1,0.250642013353878,0.324324324324324,"Semiurban","N","1"
"LP002652","Male","No","0","Graduate","No",0.565355155809486,0.651733333333333,1,0.72972972972973,"Rural","N","1"
"LP002659","Male","Yes","3+","Graduate","No",0.330929867019286,0.609422222222222,0.579352850539291,0.72972972972973,"Rural","Y","1"
"LP002670","Female","Yes","2","Graduate","No",0.187719867268781,0.290133333333333,0.427324088341037,1,"Semiurban","Y","1"
"LP002682","Male","Yes","0","Not Graduate","No",0.291809086599636,0.32,0.468412942989214,0.72972972972973,"Semiurban","N","0"
"LP002683","Male","No","0","Graduate","No",0.452383922556822,0.340444444444444,0.72316384180791,0.72972972972973,"Semiurban","N","1"
"LP002684","Female","No","0","Not Graduate","No",0.324343205009855,0,0.353364149974319,0.72972972972973,"Rural","N","1"
"LP002689","Male","Yes","2","Not Graduate","No",0.203787330655423,0.309688888888889,0.147919876733436,0.72972972972973,"Semiurban","Y","1"
"LP002690","Male","No","0","Graduate","No",0.234525086699434,0,0.189008731381613,0.72972972972973,"Semiurban","Y","1"
"LP002692","Male","Yes","3+","Graduate","Yes",0.551583044335221,0.253155555555556,0.373908577298408,0.72972972972973,"Rural","Y","1"
"LP002693","Male","Yes","2","Graduate","Yes",0.778224096205185,1,1,0.72972972972973,"Rural","Y","1"
"LP002697","Male","No","0","Graduate","No",0.452084528829121,0.371022222222222,0.564610835797276,0.72972972972973,"Semiurban","N","1"
"LP002699","Male","Yes","2","Graduate","Yes",1,0,1,0.72972972972973,"Rural","Y","1"
"LP002705","Male","Yes","0","Graduate","No",0.361767420972531,0,0.414997431946585,0.72972972972973,"Semiurban","Y","1"
"LP002706","Male","Yes","1","Not Graduate","No",0.512462263915571,0.254222222222222,0.624550590652286,0.72972972972973,"Semiurban","Y","0"
"LP002714","Male","No","1","Not Graduate","No",0.252388912452284,0.231466666666667,0.349255264509502,0.72972972972973,"Semiurban","Y","1"
"LP002716","Male","No","0","Not Graduate","No",0.661959531947806,0,0.497175141242938,0.72972972972973,"Semiurban","Y","1"
"LP002720","Male","Yes","3+","Graduate","No",0.412265163044834,0,0.373908577298408,0.72972972972973,"Urban","Y","1"
"LP002723","Male","No","2","Graduate","No",0.34310521194581,0,0.414997431946585,0.72972972972973,"Rural","N","0"
"LP002731","Female","No","0","Not Graduate","Yes",1,0,0.47663071391885,0.72972972972973,"Urban","Y","1"
"LP002732","Male","No","0","Not Graduate","No",0.239514982161124,0.363022222222222,0.480739599383667,0.72972972972973,"Rural","Y","1"
"LP002734","Male","Yes","0","Graduate","No",0.597090890945835,0.6944,1,0.72972972972973,"Urban","Y","1"
"LP002738","Male","No","2","Graduate","No",0.34599935131359,0,0.402670775552131,0.72972972972973,"Semiurban","Y","1"
"LP002739","Male","Yes","0","Not Graduate","No",0.276140814849929,0.0952888888888889,0.234206471494607,0.72972972972973,"Rural","N","1"
"LP002740","Male","Yes","3+","Graduate","No",0.625433497168234,0,0.608115048793015,0.324324324324324,"Rural","Y","1"
"LP002741","Female","Yes","1","Graduate","No",0.444899079364287,0.505777777777778,0.538263995891115,0.324324324324324,"Semiurban","Y","1"
"LP002743","Female","No","0","Graduate","No",0.198398243556797,0,0.36979969183359,0.72972972972973,"Semiurban","N","0"
"LP002753","Female","No","1","Graduate","No",0.349492278136773,0,0.353364149974319,0.72972972972973,"Semiurban","Y","1"
"LP002755","Male","Yes","1","Not Graduate","No",0.208477832389411,0.448711111111111,0.488957370313302,0.72972972972973,"Urban","Y","1"
"LP002767","Male","Yes","0","Graduate","No",0.261270926374092,0.346666666666667,0.59989727786338,0.72972972972973,"Rural","Y","1"
"LP002768","Male","No","0","Not Graduate","No",0.320151692822035,0,0.291730868002054,0,"Semiurban","N","1"
"LP002772","Male","No","0","Graduate","No",0.237119832339512,0.316977777777778,0.558808423215203,0.72972972972973,"Rural","Y","1"
"LP002776","Female","No","0","Graduate","No",0.484019859783938,0,0.386235233692861,0.72972972972973,"Semiurban","N","0"
"LP002777","Male","Yes","0","Graduate","No",0.262967490831067,0.3584,0.414997431946585,0.72972972972973,"Rural","Y","1"
"LP002778","Male","Yes","2","Graduate","Yes",0.646989845562735,0,0.564610835797276,0.72972972972973,"Rural","N","0"
"LP002784","Male","Yes","1","Not Graduate","No",0.233726703425563,0.422222222222222,0.564610835797276,0.72972972972973,"Rural","Y","1"
"LP002785","Male","Yes","1","Graduate","No",0.31765674509119,0.577777777777778,0.612223934257833,0.72972972972973,"Urban","Y","1"
"LP002788","Male","Yes","0","Not Graduate","No",0.229934382874679,0.414755555555556,0.706728299948639,0.72972972972973,"Urban","N","0"
"LP002789","Male","Yes","0","Graduate","No",0.343604201491979,0.7584,0.505392912172573,0.324324324324324,"Rural","N","0"
"LP002792","Male","Yes","1","Graduate","No",0.530725281305357,0.183466666666667,0.0698510529019004,0.72972972972973,"Semiurban","Y","1"
"LP002795","Male","Yes","3+","Graduate","Yes",0.996881315336444,0,1,0.72972972972973,"Semiurban","Y","1"
"LP002798","Male","Yes","0","Graduate","No",0.372944786806716,0.474488888888889,0.628659476117103,0.72972972972973,"Semiurban","Y","1"
"LP002804","Female","Yes","0","Graduate","No",0.40218557421222,0.409955555555556,0.710837185413457,0.72972972972973,"Semiurban","Y","1"
"LP002807","Male","Yes","2","Not Graduate","No",0.35178763004915,0.0430222222222222,0.406779661016949,0.72972972972973,"Semiurban","Y","1"
"LP002813","Female","Yes","1","Graduate","Yes",1,0,1,0.72972972972973,"Semiurban","Y","1"
"LP002820","Male","Yes","0","Graduate","No",0.576133330006736,0.365155555555556,0.829994863893169,0.72972972972973,"Rural","Y","1"
"LP002821","Male","No","0","Not Graduate","Yes",0.563858187170979,0,0.505392912172573,0.72972972972973,"Semiurban","Y","1"
"LP002832","Male","Yes","2","Graduate","No",0.86315211696315,0,1,0.72972972972973,"Urban","N","0"
"LP002836","Male","No","0","Graduate","No",0.31765674509119,0,0.250642013353878,0.72972972972973,"Urban","Y","1"
"LP002837","Male","Yes","3+","Graduate","No",0.324343205009855,0.444444444444444,0.468412942989214,0.72972972972973,"Rural","N","0"
"LP002840","Female","No","0","Graduate","No",0.22234974177291,0,0,0.72972972972973,"Urban","N","1"
"LP002841","Male","Yes","0","Graduate","No",0.300990494249145,0.366933333333333,0.390344119157678,0.72972972972973,"Urban","N","0"
"LP002842","Male","Yes","1","Graduate","No",0.32603976946683,0.311111111111111,0.727272727272727,0.72972972972973,"Urban","Y","1"
"LP002847","Male","Yes","0","Graduate","No",0.495596417255058,0.257955555555556,0.640986132511556,0.72972972972973,"Urban","N","0"
"LP002855","Male","Yes","2","Graduate","No",1,0,1,0.72972972972973,"Urban","Y","1"
"LP002862","Male","Yes","2","Not Graduate","No",0.596292507671964,0.288888888888889,0.731381612737545,1,"Semiurban","N","1"
"LP002863","Male","Yes","3+","Graduate","No",0.624335720166663,0,0.579352850539291,0.72972972972973,"Semiurban","N","1"
"LP002868","Male","Yes","2","Graduate","No",0.300291908884509,0.0819555555555556,0.406779661016949,0.108108108108108,"Urban","Y","1"
"LP002872","Male","Yes","0","Graduate","No",0.293106459419675,0.392888888888889,0.521828454031844,0.72972972972973,"Semiurban","N","0"
"LP002874","Male","No","0","Graduate","No",0.307277762530875,0.486933333333333,0.414997431946585,0.72972972972973,"Urban","Y","1"
"LP002877","Male","Yes","1","Graduate","No",0.162870187869564,0.3968,0.402670775552131,0.72972972972973,"Rural","Y","1"
"LP002888","Male","No","0","Graduate","No",0.302587260796886,0.518577777777778,0.624550590652286,0.72972972972973,"Urban","Y","1"
"LP002892","Male","Yes","2","Graduate","No",0.637708640003992,0,0.805341551104263,0.72972972972973,"Semiurban","Y","1"
"LP002893","Male","No","0","Graduate","No",0.168259274968189,1,0.332819722650231,0.72972972972973,"Urban","N","1"
"LP002894","Female","Yes","0","Graduate","No",0.300990494249145,0,0.110939907550077,0.72972972972973,"Semiurban","Y","1"
"LP002911","Male","Yes","1","Graduate","No",0.263167086649535,0.3408,0.562917308680021,0.72972972972973,"Rural","N","0"
"LP002912","Male","Yes","1","Graduate","No",0.412464758863302,0.533333333333333,0.66974833076528,0.108108108108108,"Rural","N","1"
"LP002916","Male","Yes","0","Graduate","No",0.214266111124972,0.270577777777778,0.390344119157678,0.72972972972973,"Urban","Y","1"
"LP002917","Female","No","0","Not Graduate","No",0.20109278710611,0,0.250642013353878,0.72972972972973,"Semiurban","Y","1"
"LP002925","Male","No","0","Graduate","No",0.459070382475487,0,0.349255264509502,0.72972972972973,"Semiurban","Y","1"
"LP002926","Male","Yes","2","Graduate","Yes",0.257079414186273,0,0.398561890087314,0.72972972972973,"Semiurban","N","0"
"LP002928","Male","Yes","0","Graduate","No",0.284424041316334,0.607288888888889,0.19311761684643,0.324324324324324,"Semiurban","Y","1"
"LP002931","Male","Yes","2","Graduate","Yes",0.583817769017739,0,0.805341551104263,0.459459459459459,"Semiurban","N","1"
"LP002933","Male","No","3+","Graduate","Yes",0.918839350315611,0,1,0.72972972972973,"Semiurban","Y","1"
"LP002936","Male","Yes","0","Graduate","No",0.37015044534817,0.586666666666667,0.54648176682075,0.324324324324324,"Rural","Y","1"
"LP002938","Male","Yes","0","Graduate","Yes",1,0,1,0.72972972972973,"Urban","Y","1"
"LP002940","Male","No","0","Not Graduate","No",0.367555699708091,0,0.414997431946585,0.72972972972973,"Rural","Y","1"
"LP002941","Male","Yes","2","Not Graduate","Yes",0.622040368254285,0.177777777777778,0.731381612737545,0.72972972972973,"Rural","N","1"
"LP002943","Male","No","0","Graduate","No",0.283126668496295,0,0.324601951720596,0.72972972972973,"Semiurban","N","0"
"LP002945","Male","Yes","0","Graduate","Yes",0.979316883311295,0,0.702619414483821,0.72972972972973,"Rural","Y","1"
"LP002948","Male","Yes","2","Graduate","No",0.561862228986303,0,0.751926040061633,0.72972972972973,"Urban","Y","1"
"LP002950","Male","Yes","0","Not Graduate","No",0.273845462937551,0.496355555555556,0.59989727786338,0.72972972972973,"Rural","Y","1"
"LP002953","Male","Yes","3+","Graduate","No",0.5541777899753,0,0.488957370313302,0.72972972972973,"Urban","Y","1"
"LP002958","Male","No","0","Graduate","No",0.351887427958384,0.764622222222222,0.66974833076528,0.72972972972973,"Rural","Y","1"
"LP002959","Female","Yes","1","Graduate","No",1,0,1,0.72972972972973,"Semiurban","Y","1"
"LP002960","Male","Yes","0","Not Graduate","No",0.224545295776054,0.675555555555556,0.564610835797276,0.324324324324324,"Urban","N","1"
"LP002961","Male","Yes","1","Graduate","No",0.324343205009855,0.444444444444444,0.673857216230098,0.72972972972973,"Semiurban","Y","1"
"LP002964","Male","Yes","2","Not Graduate","No",0.382924577730097,0.250844444444444,0.608115048793015,0.72972972972973,"Rural","Y","1"
"LP002974","Male","Yes","0","Graduate","No",0.307577156258576,0.346666666666667,0.406779661016949,0.72972972972973,"Rural","Y","1"
"LP002978","Female","No","0","Graduate","No",0.274444250392954,0,0.254750898818695,0.72972972972973,"Rural","Y","1"
"LP002979","Male","Yes","3+","Graduate","No",0.394800528928919,0,0.127375449409348,0.324324324324324,"Rural","Y","1"
"LP002983","Male","Yes","1","Graduate","No",0.790599036950176,0.0426666666666667,1,0.72972972972973,"Urban","Y","1"
"LP002984","Male","Yes","2","Graduate","No",0.741797859334847,0,0.731381612737545,0.72972972972973,"Urban","Y","1"
"LP002990","Female","No","0","Graduate","Yes",0.442404131633442,0,0.509501797637391,0.72972972972973,"Semiurban","N","0"
